,image,final_labels,labels
54115,../images/boat_s_000021.png,,8
32768,../images/rana_temporaria_s_000199.png,,6
65645,../images/shark_s_001315.png,73.0,11
72770,../images/boy_s_001600.png,11.0,24
69463,../images/salix_viminalis_s_000568.png,96.0,27
4004,../images/english_toy_spaniel_s_001082.png,,5
21005,../images/passenger_ship_s_002135.png,,8
64334,../images/poppy_s_000698.png,62.0,12
42891,../images/dunnock_s_001606.png,,2
31856,../images/maltese_s_000231.png,,5
16855,../images/auto_s_001359.png,,1
521,../images/deer_s_001329.png,,4
8915,../images/mule_deer_s_002575.png,,4
11507,../images/puppy_s_001714.png,,5
62680,../images/cain_s_000133.png,46.0,24
60642,../images/sweet_pepper_s_001185.png,83.0,24
14732,../images/stealth_fighter_s_001042.png,,0
20614,../images/arabian_s_000688.png,,7
11688,../images/aerial_ladder_truck_s_000350.png,,9
57757,../images/true_frog_s_000042.png,,6
70887,../images/bell_pepper_s_000120.png,83.0,24
20666,../images/bufo_americanus_s_000960.png,,6
64302,../images/acer_saccharinum_s_001013.png,47.0,27
5354,../images/domestic_cat_s_002006.png,,3
43015,../images/automobile_s_000530.png,,1
49002,../images/rangifer_caribou_s_000210.png,,4
70480,../images/pine_tree_s_000557.png,59.0,27
53295,../images/tipper_lorry_s_000101.png,,9
37054,../images/songbird_s_001424.png,,2
33444,../images/milk_float_s_000786.png,,9
18026,../images/dromaius_novaehollandiae_s_000180.png,,2
42058,../images/dump_truck_s_000578.png,,9
25380,../images/felis_catus_s_001524.png,,3
51274,../images/tabby_s_001714.png,,3
29513,../images/jumbo_jet_s_000378.png,,0
58299,../images/tabby_s_000010.png,,3
7455,../images/guard_boat_s_000312.png,,8
42041,../images/mutt_s_000692.png,,5
33155,../images/cow_pony_s_000607.png,,7
27278,../images/airbus_s_001360.png,,0
36978,../images/aerial_ladder_truck_s_000118.png,,9
41636,../images/dive_bomber_s_000987.png,,0
26532,../images/police_cruiser_s_000391.png,,1
21276,../images/dawn_horse_s_001872.png,,7
44173,../images/tabby_s_001402.png,,3
67442,../images/orchid_s_000086.png,54.0,12
73310,../images/red_delicious_s_001329.png,0.0,24
16469,../images/mutt_s_001688.png,,5
46866,../images/station_wagon_s_002530.png,,1
9796,../images/tanker_s_000936.png,,8
64546,../images/poppy_s_002246.png,62.0,12
36286,../images/dive_bomber_s_001012.png,,0
28381,../images/estate_car_s_001790.png,,1
54667,../images/fighter_s_000658.png,,0
36209,../images/hospital_ship_s_001577.png,,8
13205,../images/domestic_cat_s_002055.png,,3
59812,../images/domestic_cat_s_000232.png,,3
53207,../images/attack_aircraft_s_000592.png,,0
58122,../images/deer_s_000236.png,,4
61647,../images/goldfish_s_000861.png,1.0,11
57333,../images/cascades_frog_s_000176.png,,6
49121,../images/funny_wagon_s_000526.png,,1
34832,../images/compact_car_s_001801.png,,1
31446,../images/fawn_s_000792.png,,4
72747,../images/salix_alba_s_000171.png,96.0,27
10818,../images/lipizzan_s_000015.png,,7
38993,../images/texas_toad_s_000491.png,,6
14857,../images/fawn_s_000844.png,,4
23641,../images/blenheim_spaniel_s_000298.png,,5
50641,../images/tabby_s_000931.png,,3
30396,../images/cassowary_s_000254.png,,2
51528,../images/passerine_s_001531.png,,2
3370,../images/mongrel_s_000806.png,,5
62496,../images/osier_s_000325.png,96.0,27
4848,../images/freighter_s_001840.png,,8
46253,../images/rangifer_caribou_s_000123.png,,4
61497,../images/mountain_rose_s_000716.png,70.0,12
61316,../images/pine_tree_s_000141.png,59.0,27
33778,../images/trucking_rig_s_000134.png,,9
50062,../images/bullfrog_s_000196.png,,6
45358,../images/fighter_aircraft_s_001334.png,,0
35848,../images/bufo_bufo_s_000174.png,,6
41441,../images/deer_s_000806.png,,4
30578,../images/tow_truck_s_000730.png,,9
45459,../images/lipizzan_s_001839.png,,7
663,../images/propeller_plane_s_001438.png,,0
55805,../images/car_s_000285.png,,1
30569,../images/bufo_calamita_s_000932.png,,6
16174,../images/tipper_truck_s_000277.png,,9
74120,../images/adam_s_001106.png,46.0,24
48281,../images/container_vessel_s_000976.png,,8
50675,../images/biplane_s_000545.png,,0
61438,../images/morel_s_000307.png,51.0,24
49380,../images/pekinese_s_001978.png,,5
35244,../images/pilot_boat_s_001701.png,,8
59746,../images/cock_s_000025.png,,2
1451,../images/fawn_s_001591.png,,4
69719,../images/black_woman_s_001687.png,98.0,24
12260,../images/automobile_s_002539.png,,1
18996,../images/fireboat_s_000022.png,,8
46037,../images/cat_s_000981.png,,3
39531,../images/stealth_fighter_s_001217.png,,0
2403,../images/stealth_fighter_s_001738.png,,0
17709,../images/dump_truck_s_000488.png,,9
10018,../images/dunnock_s_000201.png,,2
33425,../images/green_frog_s_001694.png,,6
38018,../images/articulated_lorry_s_000198.png,,9
7938,../images/chihuahua_s_000279.png,,5
56175,../images/felis_catus_s_001657.png,,3
68920,../images/mushroom_s_000968.png,51.0,24
67003,../images/macoun_s_001403.png,0.0,24
46345,../images/trucking_rig_s_001007.png,,9
37906,../images/tabby_s_000505.png,,3
67108,../images/morchella_esculenta_s_001543.png,51.0,24
23540,../images/container_vessel_s_000096.png,,8
74327,../images/pine_s_000410.png,59.0,27
24686,../images/cervus_elaphus_s_001269.png,,4
70224,../images/infant_s_000540.png,2.0,24
12843,../images/alces_alces_s_001490.png,,4
27925,../images/chihuahua_s_000036.png,,5
1417,../images/toy_spaniel_s_001714.png,,5
65222,../images/stingray_s_000041.png,67.0,11
49962,../images/leopard_frog_s_000131.png,,6
42314,../images/stag_s_000855.png,,4
41607,../images/automobile_s_001770.png,,1
47659,../images/puppy_s_000390.png,,5
32901,../images/european_elk_s_000175.png,,4
73631,../images/little_girl_s_000600.png,35.0,24
13028,../images/stealth_bomber_s_002129.png,,0
181,../images/lippizan_s_000390.png,,7
56220,../images/ostrich_s_002193.png,,2
9806,../images/automobile_s_001270.png,,1
28804,../images/motorcar_s_001607.png,,1
33644,../images/pipit_s_000118.png,,2
3229,../images/pekinese_s_000458.png,,5
12173,../images/emu_s_001891.png,,2
64131,../images/orchid_s_001340.png,54.0,12
71479,../images/bell_pepper_s_001316.png,83.0,24
44490,../images/dredger_s_000557.png,,8
18231,../images/jumbo_jet_s_000285.png,,0
19329,../images/biplane_s_001665.png,,0
48298,../images/frog_s_000036.png,,6
46649,../images/shooting_brake_s_000520.png,,1
26366,../images/rana_temporaria_s_000172.png,,6
4782,../images/stallion_s_001795.png,,7
54196,../images/cargo_ship_s_001307.png,,8
39361,../images/fire_truck_s_001946.png,,9
64758,../images/man_s_001076.png,46.0,24
66035,../images/stingray_s_002408.png,67.0,11
30503,../images/fire_engine_s_000863.png,,9
19360,../images/alces_alces_s_001358.png,,4
39513,../images/gelding_s_000123.png,,7
39209,../images/barking_deer_s_000114.png,,4
7777,../images/beach_wagon_s_000331.png,,1
50005,../images/crapaud_s_002124.png,,6
61583,../images/sweet_pepper_s_001697.png,83.0,24
40303,../images/semi_s_002612.png,,9
36262,../images/lightship_s_001913.png,,8
3491,../images/maltese_dog_s_000990.png,,5
44514,../images/arabian_s_000055.png,,7
8584,../images/toy_dog_s_000562.png,,5
27675,../images/tandem_trailer_s_000149.png,,9
47902,../images/tabby_cat_s_001452.png,,3
65725,../images/caryota_urens_s_000276.png,56.0,27
35006,../images/dump_truck_s_001908.png,,9
7068,../images/bird_s_001766.png,,2
37081,../images/motorcar_s_002084.png,,1
37298,../images/pipit_s_000126.png,,2
73409,../images/sunflower_s_001110.png,82.0,12
41927,../images/barking_deer_s_000054.png,,4
43018,../images/domestic_cat_s_001363.png,,3
1343,../images/tipper_s_000417.png,,9
67531,../images/navel_orange_s_000472.png,53.0,24
57895,../images/odocoileus_hemionus_s_000298.png,,4
22742,../images/peke_s_001276.png,,5
64282,../images/anjou_s_001382.png,57.0,24
306,../images/fire_truck_s_000043.png,,9
68951,../images/orchid_s_001974.png,54.0,12
28831,../images/toy_spaniel_s_000289.png,,5
26414,../images/alauda_arvensis_s_000729.png,,2
61549,../images/palm_tree_s_002122.png,56.0,27
12254,../images/rana_temporaria_s_000618.png,,6
59648,../images/house_cat_s_001248.png,,3
3763,../images/cat_s_000638.png,,3
34889,../images/cat_s_002785.png,,3
68465,../images/tulip_s_002081.png,92.0,12
66860,../images/cichlid_fish_s_001189.png,1.0,11
5460,../images/shooting_brake_s_000167.png,,1
58490,../images/domestic_cat_s_002069.png,,3
14043,../images/bullfrog_s_000910.png,,6
15567,../images/arabian_s_001356.png,,7
2379,../images/semi_s_001802.png,,9
62529,../images/pinon_pine_s_001228.png,59.0,27
6130,../images/convertible_s_000741.png,,1
66855,../images/boy_s_000492.png,11.0,24
45905,../images/tipper_s_002187.png,,9
51569,../images/police_cruiser_s_001424.png,,1
60161,../images/sunflower_s_000573.png,82.0,12
38062,../images/arabian_s_000283.png,,7
36003,../images/fawn_s_001714.png,,4
74321,../images/willow_s_000006.png,96.0,27
52798,../images/felis_catus_s_000717.png,,3
434,../images/odocoileus_hemionus_s_000188.png,,4
30410,../images/broodmare_s_000624.png,,7
2778,../images/police_boat_s_001614.png,,8
35749,../images/trailer_truck_s_001202.png,,9
34513,../images/dromaius_novaehollandiae_s_000295.png,,2
28344,../images/auto_s_001977.png,,1
1170,../images/estate_car_s_000279.png,,1
61169,../images/mcintosh_s_000330.png,0.0,24
55071,../images/taxi_s_002221.png,,1
73045,../images/rainbow_trout_s_000807.png,91.0,11
63116,../images/sugar_maple_s_000345.png,47.0,27
16835,../images/mongrel_s_000041.png,,5
42426,../images/stud_mare_s_001457.png,,7
72997,../images/macoun_s_000886.png,0.0,24
34192,../images/maltese_s_000850.png,,5
14661,../images/fire_truck_s_000770.png,,9
13844,../images/bufo_viridis_s_001191.png,,6
42213,../images/truck_s_001691.png,,9
56557,../images/trucking_rig_s_000962.png,,9
35296,../images/house_cat_s_000169.png,,3
19900,../images/mutt_s_001984.png,,5
19955,../images/rana_catesbeiana_s_001551.png,,6
17984,../images/automobile_s_000558.png,,1
49281,../images/gelding_s_001600.png,,7
41788,../images/capreolus_capreolus_s_000500.png,,4
7671,../images/domestic_cat_s_000097.png,,3
62583,../images/northern_spy_s_000602.png,0.0,24
41121,../images/stealth_fighter_s_000279.png,,0
8244,../images/compact_s_001978.png,,1
63633,../images/rosebush_s_000311.png,70.0,12
34771,../images/tabby_cat_s_001523.png,,3
58920,../images/american_toad_s_000062.png,,6
47059,../images/mutt_s_000869.png,,5
41229,../images/true_cat_s_000006.png,,3
9048,../images/automobile_s_000415.png,,1
45757,../images/felis_catus_s_000035.png,,3
38135,../images/deer_s_000057.png,,4
74426,../images/poppy_s_000361.png,62.0,12
32727,../images/outboard_motorboat_s_000008.png,,8
9830,../images/tomcat_s_000186.png,,3
13409,../images/tennessee_walker_s_000696.png,,7
48323,../images/cassowary_s_000281.png,,2
41873,../images/rana_temporaria_s_001276.png,,6
50448,../images/passerine_s_001889.png,,2
57697,../images/toy_dog_s_000876.png,,5
23802,../images/lapdog_s_001962.png,,5
45674,../images/dog_s_000293.png,,5
60269,../images/willow_tree_s_000636.png,96.0,27
28063,../images/dive_bomber_s_000447.png,,0
27832,../images/jetliner_s_001122.png,,0
26231,../images/bufo_bufo_s_000141.png,,6
40249,../images/felis_catus_s_000306.png,,3
18640,../images/delivery_truck_s_001126.png,,9
74492,../images/baby_s_002553.png,2.0,24
35205,../images/tabby_cat_s_002421.png,,3
22407,../images/maltese_dog_s_000240.png,,5
73270,../images/coyol_palm_s_000001.png,56.0,27
28956,../images/bufo_viridis_s_000469.png,,6
25463,../images/wagon_s_001483.png,,1
16497,../images/airbus_s_001708.png,,0
34274,../images/tank_ship_s_000473.png,,8
28246,../images/alces_alces_s_001497.png,,4
67541,../images/shark_s_002178.png,73.0,11
67381,../images/poppy_s_001507.png,62.0,12
23788,../images/bird_s_000771.png,,2
27625,../images/coupe_s_001027.png,,1
2088,../images/red_deer_s_002131.png,,4
22399,../images/auto_s_001865.png,,1
3205,../images/ratite_s_000214.png,,2
55366,../images/automobile_s_001445.png,,1
8720,../images/mule_deer_s_001880.png,,4
18570,../images/tomcat_s_001584.png,,3
74318,../images/trout_s_002174.png,91.0,11
34626,../images/dog_s_002219.png,,5
40618,../images/twinjet_s_000800.png,,0
40957,../images/puppy_s_000649.png,,5
66378,../images/mackerel_shark_s_000555.png,73.0,11
72884,../images/poppy_s_002170.png,62.0,12
38751,../images/rana_catesbeiana_s_001698.png,,6
53044,../images/lippizan_s_000792.png,,7
40849,../images/emu_s_001925.png,,2
4804,../images/passenger_ship_s_000195.png,,8
20954,../images/container_ship_s_001900.png,,8
7165,../images/bird_of_passage_s_000897.png,,2
24643,../images/anthus_pratensis_s_000794.png,,2
19887,../images/tanker_s_002167.png,,8
24599,../images/stud_mare_s_001324.png,,7
17001,../images/quarter_horse_s_000685.png,,7
18855,../images/pipit_s_001502.png,,2
22740,../images/deer_s_001360.png,,4
18811,../images/moose_s_000507.png,,4
4305,../images/mule_deer_s_000183.png,,4
42547,../images/cat_s_000926.png,,3
19054,../images/automobile_s_000454.png,,1
36193,../images/passerine_s_001453.png,,2
24247,../images/convertible_s_001031.png,,1
793,../images/oil_tanker_s_001626.png,,8
67398,../images/poppy_s_001486.png,62.0,12
42750,../images/capreolus_capreolus_s_000520.png,,4
68623,../images/bell_pepper_s_001057.png,83.0,24
27659,../images/elk_s_000377.png,,4
28704,../images/mouser_s_001156.png,,3
4122,../images/cassowary_s_000915.png,,2
51027,../images/dive_bomber_s_001383.png,,0
34851,../images/felis_catus_s_000764.png,,3
42700,../images/odocoileus_hemionus_s_000596.png,,4
50639,../images/toy_dog_s_000062.png,,5
19836,../images/norfolk_wherry_s_000102.png,,8
27869,../images/canis_familiaris_s_001353.png,,5
40096,../images/bufo_bufo_s_002202.png,,6
11755,../images/fire_truck_s_001015.png,,9
62799,../images/maple_s_000808.png,47.0,27
44531,../images/lippizan_s_000380.png,,7
27710,../images/plane_s_000841.png,,0
11221,../images/pipit_s_000019.png,,2
24409,../images/honey_eater_s_001323.png,,2
7770,../images/attack_aircraft_s_001307.png,,0
9823,../images/lipizzan_s_001435.png,,7
37175,../images/felis_catus_s_001684.png,,3
44378,../images/tennessee_walking_horse_s_000791.png,,7
61396,../images/butterfly_orchid_s_001807.png,54.0,12
13630,../images/tabby_s_000471.png,,3
50019,../images/rana_clamitans_s_000570.png,,6
49396,../images/broodmare_s_001660.png,,7
13184,../images/bufo_viridis_s_000871.png,,6
52712,../images/compact_car_s_001583.png,,1
55669,../images/fighter_aircraft_s_001607.png,,0
4513,../images/stud_mare_s_000591.png,,7
23270,../images/domestic_cat_s_000229.png,,3
47208,../images/convertible_s_000755.png,,1
22091,../images/fire_truck_s_001586.png,,9
62358,../images/poppy_s_001135.png,62.0,12
51440,../images/fighter_aircraft_s_000014.png,,0
37196,../images/puppy_s_002332.png,,5
40265,../images/lorry_s_000361.png,,9
55363,../images/stud_mare_s_000620.png,,7
25955,../images/japanese_deer_s_000819.png,,4
7505,../images/twinjet_s_000654.png,,0
11444,../images/compact_car_s_000176.png,,1
57456,../images/prancer_s_000581.png,,7
4253,../images/appaloosa_s_000319.png,,7
23089,../images/delivery_truck_s_000743.png,,9
34681,../images/hospital_ship_s_000045.png,,8
11271,../images/domestic_cat_s_000964.png,,3
16190,../images/tabby_s_000270.png,,3
28750,../images/plane_s_000023.png,,0
23886,../images/fire_truck_s_000113.png,,9
39946,../images/mule_deer_s_000294.png,,4
6464,../images/shooting_brake_s_001498.png,,1
58603,../images/compact_car_s_002240.png,,1
29815,../images/green_frog_s_001957.png,,6
54585,../images/tank_ship_s_000002.png,,8
42169,../images/toad_frog_s_000068.png,,6
16438,../images/cat_s_000148.png,,3
29409,../images/shooting_brake_s_001666.png,,1
47435,../images/tipper_truck_s_000475.png,,9
46259,../images/ambulance_s_002043.png,,1
2591,../images/wapiti_s_000619.png,,4
37248,../images/auto_s_000218.png,,1
26667,../images/amphibious_aircraft_s_000271.png,,0
36239,../images/lippizan_s_000330.png,,7
67437,../images/bell_pepper_s_000976.png,83.0,24
62230,../images/black_woman_s_000786.png,98.0,24
69063,../images/temple_orange_s_000041.png,53.0,24
53461,../images/quarter_horse_s_001281.png,,7
34796,../images/tipper_truck_s_000983.png,,9
38827,../images/dump_truck_s_001899.png,,9
63401,../images/sunflower_s_000705.png,82.0,12
26963,../images/stud_mare_s_000269.png,,7
23849,../images/maltese_s_000148.png,,5
41728,../images/king_charles_spaniel_s_000163.png,,5
12067,../images/alauda_arvensis_s_000978.png,,2
39936,../images/car_s_000746.png,,1
4521,../images/anthus_pratensis_s_000550.png,,2
17114,../images/prunella_modularis_s_000083.png,,2
63325,../images/quercus_virginiana_s_000973.png,52.0,27
63505,../images/pine_tree_s_000820.png,59.0,27
31875,../images/peke_s_000057.png,,5
26470,../images/automobile_s_002012.png,,1
25251,../images/airbus_s_001816.png,,0
23824,../images/cat_s_000598.png,,3
56661,../images/cervus_elaphus_s_001647.png,,4
69159,../images/navel_orange_s_000309.png,53.0,24
61420,../images/baby_s_002017.png,2.0,24
11623,../images/domestic_cat_s_000311.png,,3
69932,../images/poppy_s_000894.png,62.0,12
29905,../images/compact_car_s_000434.png,,1
74636,../images/oil_palm_s_001335.png,56.0,27
35872,../images/frog_s_003078.png,,6
2015,../images/broodmare_s_000962.png,,7
45341,../images/rhea_americana_s_000270.png,,2
47881,../images/speedboat_s_002122.png,,8
52181,../images/alley_cat_s_002661.png,,3
60076,../images/willow_tree_s_000028.png,96.0,27
31719,../images/quarter_horse_s_000262.png,,7
63272,../images/turbot_s_001165.png,32.0,11
26216,../images/ferryboat_s_000501.png,,8
41971,../images/biplane_s_000098.png,,0
24408,../images/tipper_s_001280.png,,9
19148,../images/toad_frog_s_001368.png,,6
64434,../images/poppy_s_001324.png,62.0,12
41854,../images/stud_mare_s_001143.png,,7
4758,../images/oil_tanker_s_000807.png,,8
65887,../images/orchid_s_000271.png,54.0,12
15973,../images/english_toy_spaniel_s_001006.png,,5
10982,../images/american_elk_s_001386.png,,4
25910,../images/compact_car_s_000354.png,,1
50252,../images/tractor_trailer_s_000158.png,,9
13219,../images/lipizzan_s_001666.png,,7
64037,../images/silver_maple_s_001435.png,47.0,27
18584,../images/cat_s_002775.png,,3
10149,../images/dump_truck_s_000843.png,,9
5725,../images/tabby_s_002319.png,,3
73242,../images/goldfish_s_001875.png,1.0,11
16348,../images/broodmare_s_000225.png,,7
3486,../images/cat_s_001931.png,,3
61513,../images/salix_purpurea_s_000310.png,96.0,27
41759,../images/maltese_dog_s_000715.png,,5
10921,../images/mongrel_s_001145.png,,5
14634,../images/muntjac_s_000924.png,,4
38311,../images/bird_s_001343.png,,2
27293,../images/cargo_vessel_s_001858.png,,8
14320,../images/lapdog_s_000106.png,,5
44391,../images/tipper_lorry_s_000345.png,,9
46316,../images/domestic_dog_s_001524.png,,5
2192,../images/camion_s_002293.png,,9
62442,../images/palm_s_000168.png,56.0,27
17154,../images/airbus_s_000771.png,,0
1993,../images/blenheim_spaniel_s_000255.png,,5
39123,../images/maltese_s_000949.png,,5
24967,../images/japanese_deer_s_000729.png,,4
10473,../images/car_transporter_s_000146.png,,9
35676,../images/trucking_rig_s_001490.png,,9
4303,../images/cargo_ship_s_001977.png,,8
29414,../images/tank_ship_s_001732.png,,8
15537,../images/fawn_s_000212.png,,4
62691,../images/woman_s_000118.png,98.0,24
49503,../images/station_wagon_s_002495.png,,1
9348,../images/accentor_s_000496.png,,2
935,../images/leopard_frog_s_001528.png,,6
60693,../images/male_child_s_000655.png,11.0,24
37509,../images/garbage_truck_s_001972.png,,9
61230,../images/pine_tree_s_002315.png,59.0,27
36018,../images/fighter_aircraft_s_000214.png,,0
70389,../images/cichlid_s_002408.png,1.0,11
53230,../images/cat_s_001413.png,,3
7235,../images/tabby_s_000508.png,,3
2462,../images/ship_s_000782.png,,8
67790,../images/true_pine_s_000008.png,59.0,27
67616,../images/rainbow_trout_s_001812.png,91.0,11
45350,../images/green_frog_s_000457.png,,6
8049,../images/rangifer_tarandus_s_000437.png,,4
33242,../images/stealth_bomber_s_001003.png,,0
72340,../images/golden_willow_s_000263.png,96.0,27
67103,../images/oak_tree_s_000770.png,52.0,27
73375,../images/pinyon_s_001555.png,59.0,27
34650,../images/tabby_cat_s_001008.png,,3
74203,../images/butterfly_orchid_s_000874.png,54.0,12
69363,../images/poppy_s_000018.png,62.0,12
58337,../images/mouser_s_000483.png,,3
7872,../images/tabby_cat_s_001113.png,,3
16268,../images/motorcar_s_000817.png,,1
31539,../images/ambulance_s_000470.png,,1
64920,../images/pear_s_000684.png,57.0,24
3127,../images/camion_s_000784.png,,9
5898,../images/bullfrog_s_001148.png,,6
34227,../images/cervus_elaphus_s_001851.png,,4
74872,../images/red_maple_s_000921.png,47.0,27
36464,../images/fighter_aircraft_s_000931.png,,0
46987,../images/amphibious_aircraft_s_000625.png,,0
71605,../images/citrus_aurantium_s_000449.png,53.0,24
65891,../images/black_woman_s_002156.png,98.0,24
41436,../images/pantechnicon_s_000208.png,,9
32172,../images/true_cat_s_000697.png,,3
52569,../images/fighter_aircraft_s_001355.png,,0
8634,../images/cassowary_s_001263.png,,2
27727,../images/oil_tanker_s_001167.png,,8
31450,../images/airbus_s_000034.png,,0
18057,../images/compact_car_s_001228.png,,1
71042,../images/anjou_s_000592.png,57.0,24
20232,../images/trucking_rig_s_001413.png,,9
9911,../images/fire_engine_s_001112.png,,9
19694,../images/prunella_modularis_s_000174.png,,2
13503,../images/camion_s_001573.png,,9
41672,../images/rana_catesbeiana_s_001177.png,,6
19728,../images/stealth_fighter_s_001904.png,,0
74780,../images/adam_s_001276.png,46.0,24
2297,../images/musk_deer_s_000061.png,,4
53561,../images/arabian_s_000557.png,,7
42725,../images/fallow_deer_s_000329.png,,4
71318,../images/little_girl_s_001090.png,35.0,24
67605,../images/infant_s_001145.png,2.0,24
68412,../images/tulip_s_002200.png,92.0,12
45853,../images/boat_s_002046.png,,8
4522,../images/quarter_horse_s_000542.png,,7
61146,../images/pine_s_001827.png,59.0,27
29234,../images/dump_truck_s_000152.png,,9
1858,../images/stallion_s_001633.png,,7
1901,../images/shooting_brake_s_000074.png,,1
74335,../images/mountain_rose_s_000226.png,70.0,12
4837,../images/tugboat_s_000924.png,,8
17766,../images/green_frog_s_000327.png,,6
61149,../images/elaeis_guineensis_s_000090.png,56.0,27
40033,../images/capreolus_capreolus_s_001605.png,,4
1107,../images/dunnock_s_000774.png,,2
39909,../images/rana_clamitans_s_000323.png,,6
13677,../images/bird_s_000507.png,,2
70234,../images/orchid_s_000773.png,54.0,12
10796,../images/reconnaissance_plane_s_000863.png,,0
19071,../images/peke_s_000149.png,,5
68599,../images/cichlid_s_002213.png,1.0,11
67384,../images/morchella_esculenta_s_000702.png,51.0,24
35624,../images/muntjac_s_001370.png,,4
27037,../images/motorcar_s_001248.png,,1
1956,../images/rana_temporaria_s_000326.png,,6
37820,../images/passerine_s_001771.png,,2
47732,../images/peke_s_001333.png,,5
12087,../images/freighter_s_001164.png,,8
63959,../images/poppy_s_001362.png,62.0,12
7202,../images/green_frog_s_000155.png,,6
50698,../images/broodmare_s_000043.png,,7
24692,../images/speedboat_s_001630.png,,8
66812,../images/orchid_s_001025.png,54.0,12
32881,../images/tabby_s_001907.png,,3
59773,../images/lorry_s_001601.png,,9
19079,../images/coupe_s_001561.png,,1
35139,../images/tug_s_000446.png,,8
46917,../images/police_boat_s_001574.png,,8
16772,../images/cervus_elaphus_s_000111.png,,4
67074,../images/pine_tree_s_000117.png,59.0,27
6881,../images/abandoned_ship_s_000035.png,,8
34033,../images/toad_frog_s_001470.png,,6
13831,../images/hedge_sparrow_s_000178.png,,2
68055,../images/oak_tree_s_000017.png,52.0,27
51449,../images/leopard_frog_s_002195.png,,6
60991,../images/rainbow_trout_s_002068.png,91.0,11
15065,../images/struthio_camelus_s_001313.png,,2
62347,../images/adam_s_000815.png,46.0,24
19331,../images/roe_deer_s_001877.png,,4
15292,../images/lippizaner_s_001012.png,,7
38613,../images/seaplane_s_001775.png,,0
9350,../images/hen_s_000009.png,,2
34476,../images/cur_s_000101.png,,5
53622,../images/toy_spaniel_s_001032.png,,5
9653,../images/cascades_frog_s_000296.png,,6
28022,../images/english_toy_spaniel_s_001057.png,,5
34584,../images/tennessee_walker_s_001096.png,,7
32295,../images/automobile_s_000092.png,,1
17109,../images/moving_van_s_000623.png,,9
26131,../images/boat_s_001830.png,,8
53422,../images/rhea_s_001403.png,,2
5976,../images/stud_mare_s_001389.png,,7
61872,../images/flatfish_s_001040.png,32.0,11
11911,../images/bufo_bufo_s_000474.png,,6
63998,../images/trout_s_001140.png,91.0,11
31536,../images/deer_s_000629.png,,4
10357,../images/toad_s_002214.png,,6
35829,../images/delivery_van_s_000036.png,,9
20492,../images/motorboat_s_001728.png,,8
58845,../images/anthus_pratensis_s_000502.png,,2
55592,../images/cat_s_001820.png,,3
1898,../images/quarter_horse_s_000424.png,,7
72465,../images/pine_s_000026.png,59.0,27
44954,../images/taxi_s_000155.png,,1
70678,../images/mako_shark_s_000689.png,73.0,11
59509,../images/muntjac_s_000530.png,,4
52616,../images/coupe_s_000086.png,,1
66038,../images/palm_tree_s_001772.png,56.0,27
29845,../images/struthio_camelus_s_000037.png,,2
60610,../images/valencia_orange_s_001009.png,53.0,24
2970,../images/green_frog_s_000010.png,,6
33620,../images/wrecker_s_001855.png,,9
