,image,final_labels,labels
33560,../images/felis_domesticus_s_000568.png,,3
69051,../images/cichlid_s_002280.png,1.0,10
14361,../images/articulated_lorry_s_000056.png,,9
22284,../images/deer_s_000480.png,,4
21419,../images/fallow_deer_s_000857.png,,4
54183,../images/broodmare_s_000751.png,,7
47424,../images/japanese_spaniel_s_000754.png,,5
72436,../images/dinosaur_s_000038.png,29.0,13
69418,../images/turtle_s_002289.png,93.0,13
32722,../images/alces_alces_s_001507.png,,4
22868,../images/domestic_cat_s_000641.png,,3
73745,../images/pear_s_000512.png,57.0,12
20409,../images/cervus_elaphus_s_000541.png,,4
22932,../images/pekinese_s_000951.png,,5
10674,../images/fighter_aircraft_s_000979.png,,0
6871,../images/compact_car_s_001202.png,,1
47534,../images/fawn_s_000190.png,,4
11052,../images/tabby_cat_s_000008.png,,3
52339,../images/struthio_camelus_s_000715.png,,2
45146,../images/truck_s_000840.png,,9
17749,../images/songbird_s_000654.png,,2
22882,../images/wagon_s_000040.png,,1
74808,../images/pickup_s_002157.png,58.0,14
52308,../images/estate_car_s_000192.png,,1
4468,../images/fighter_aircraft_s_001236.png,,0
53633,../images/tabby_cat_s_000389.png,,3
24301,../images/cat_s_002692.png,,3
8278,../images/icebreaker_s_000827.png,,8
45882,../images/domestic_dog_s_000879.png,,5
74921,../images/gecko_s_000499.png,44.0,13
66936,../images/navel_orange_s_000340.png,53.0,12
18563,../images/pekinese_s_001184.png,,5
57942,../images/truck_s_001995.png,,9
57253,../images/sika_s_000656.png,,4
66438,../images/minibike_s_001734.png,48.0,14
62454,../images/bartlett_pear_s_000207.png,57.0,12
62659,../images/bike_s_000256.png,8.0,14
50346,../images/elk_s_001574.png,,4
23127,../images/station_wagon_s_001247.png,,1
38144,../images/toy_spaniel_s_000814.png,,5
28961,../images/maltese_s_001035.png,,5
67940,../images/rainbow_trout_s_000521.png,91.0,10
19721,../images/capreolus_capreolus_s_000856.png,,4
51381,../images/toad_frog_s_000075.png,,6
64560,../images/northern_spy_s_000648.png,0.0,12
70300,../images/turbot_s_001683.png,32.0,10
11983,../images/sika_s_000452.png,,4
52855,../images/tabby_cat_s_002237.png,,3
48969,../images/woodland_caribou_s_001562.png,,4
25783,../images/racing_boat_s_000931.png,,8
49030,../images/red_deer_s_001937.png,,4
30047,../images/auto_s_002328.png,,1
18348,../images/domestic_cat_s_000359.png,,3
73938,../images/tangerine_s_000434.png,53.0,12
25845,../images/blenheim_spaniel_s_000867.png,,5
53195,../images/peke_s_001325.png,,5
72184,../images/pickup_truck_s_001646.png,58.0,14
41610,../images/muntjac_s_000649.png,,4
28585,../images/convertible_s_002857.png,,1
27783,../images/iceboat_s_000979.png,,8
5547,../images/mongrel_s_002080.png,,5
32590,../images/elk_s_002056.png,,4
72128,../images/flatfish_s_000646.png,32.0,10
66598,../images/sweet_pepper_s_000112.png,83.0,12
1447,../images/bufo_bufo_s_000292.png,,6
62810,../images/macoun_s_000966.png,0.0,12
65778,../images/sunflower_s_002169.png,82.0,11
28866,../images/twinjet_s_000956.png,,0
40419,../images/pekinese_s_002306.png,,5
55515,../images/american_elk_s_000153.png,,4
67917,../images/gecko_s_002344.png,44.0,13
13581,../images/domestic_cat_s_001787.png,,3
58321,../images/american_elk_s_001285.png,,4
12496,../images/pekingese_s_000362.png,,5
52835,../images/capreolus_capreolus_s_000529.png,,4
62628,../images/plaice_s_000350.png,32.0,10
3620,../images/auto_s_000758.png,,1
35267,../images/cassowary_s_001501.png,,2
71139,../images/rainbow_trout_s_000373.png,91.0,10
56729,../images/monoplane_s_001035.png,,0
12668,../images/jumbo_jet_s_000110.png,,0
16117,../images/tractor_trailer_s_000003.png,,9
32796,../images/maltese_dog_s_000404.png,,5
29173,../images/jumbojet_s_000081.png,,0
60530,../images/bitter_orange_s_000899.png,53.0,12
60555,../images/pear_s_000501.png,57.0,12
22325,../images/quarter_horse_s_001460.png,,7
34823,../images/bufo_marinus_s_000900.png,,6
30053,../images/lippizan_s_001178.png,,7
27179,../images/stealth_fighter_s_000173.png,,0
16132,../images/scow_s_000125.png,,8
65388,../images/bicycle_s_000782.png,8.0,14
50184,../images/tabby_cat_s_000196.png,,3
20892,../images/domestic_cat_s_000517.png,,3
11673,../images/containership_s_000874.png,,8
19437,../images/pekingese_s_001838.png,,5
6108,../images/mouser_s_001279.png,,3
8974,../images/domestic_cat_s_000134.png,,3
37973,../images/mouser_s_000281.png,,3
30710,../images/propeller_plane_s_001184.png,,0
18577,../images/lippizan_s_000781.png,,7
25554,../images/cow_pony_s_000188.png,,7
51783,../images/hospital_ship_s_002179.png,,8
8404,../images/rangifer_tarandus_s_000512.png,,4
48142,../images/american_toad_s_000864.png,,6
52135,../images/sea_boat_s_001507.png,,8
23431,../images/automobile_s_001543.png,,1
46522,../images/alauda_arvensis_s_000998.png,,2
8171,../images/pickerel_frog_s_000160.png,,6
68804,../images/worm_snake_s_000505.png,78.0,13
27816,../images/emu_s_001910.png,,2
12887,../images/tailed_frog_s_000669.png,,6
27871,../images/beach_wagon_s_000824.png,,1
3886,../images/coupe_s_001611.png,,1
24584,../images/elk_s_000343.png,,4
44690,../images/cabin_cruiser_s_001232.png,,8
73690,../images/turtle_s_001001.png,93.0,13
71288,../images/guitarfish_s_000192.png,67.0,10
74082,../images/edmontonia_s_000345.png,29.0,13
28773,../images/tabby_s_000377.png,,3
11713,../images/dromaius_novaehollandiae_s_000404.png,,2
16223,../images/motorcar_s_000465.png,,1
53818,../images/aerial_ladder_truck_s_000416.png,,9
58134,../images/bufo_viridis_s_000446.png,,6
61335,../images/iguana_s_000102.png,44.0,13
48835,../images/anthus_pratensis_s_000604.png,,2
22174,../images/maltese_s_000956.png,,5
59673,../images/trucking_rig_s_000055.png,,9
59841,../images/jumbojet_s_000461.png,,0
47794,../images/riding_horse_s_000398.png,,7
10262,../images/deer_s_001548.png,,4
64319,../images/colubrid_s_000308.png,78.0,13
4346,../images/cat_s_002686.png,,3
46071,../images/toy_dog_s_001175.png,,5
31959,../images/estate_car_s_001288.png,,1
44896,../images/felis_domesticus_s_000654.png,,3
44046,../images/lapdog_s_000712.png,,5
15101,../images/tipper_s_001036.png,,9
61067,../images/northern_spy_s_000793.png,0.0,12
51973,../images/dive_bomber_s_000636.png,,0
45496,../images/deer_s_000116.png,,4
2493,../images/cow_pony_s_000696.png,,7
41544,../images/bookmobile_s_000805.png,,9
42226,../images/reconnaissance_plane_s_000708.png,,0
69648,../images/railroad_train_s_000933.png,90.0,14
28873,../images/automobile_s_001745.png,,1
36557,../images/dump_truck_s_001684.png,,9
3495,../images/feist_s_000597.png,,5
36605,../images/felis_domesticus_s_000566.png,,3
46012,../images/dredger_s_000036.png,,8
4411,../images/twinjet_s_000823.png,,0
20075,../images/toy_dog_s_000191.png,,5
39168,../images/buckskin_s_000247.png,,7
3354,../images/stag_s_001003.png,,4
47067,../images/felis_catus_s_000409.png,,3
64266,../images/coluber_constrictor_s_000348.png,78.0,13
54442,../images/felis_catus_s_000029.png,,3
43885,../images/fallow_deer_s_001134.png,,4
11949,../images/pekinese_s_001598.png,,5
18795,../images/sea_boat_s_001128.png,,8
69383,../images/seville_orange_s_001025.png,53.0,12
56703,../images/wagtail_s_001158.png,,2
37472,../images/lippizan_s_000275.png,,7
54551,../images/pekinese_s_002328.png,,5
7481,../images/leptodactylus_pentadactylus_s_000037.png,,6
42451,../images/toy_s_002660.png,,5
52892,../images/stealth_bomber_s_002008.png,,0
58753,../images/wapiti_s_000749.png,,4
3047,../images/mongrel_s_002079.png,,5
7823,../images/frog_s_003089.png,,6
11387,../images/tabby_cat_s_000853.png,,3
13765,../images/japanese_spaniel_s_001299.png,,5
44180,../images/outboard_s_000513.png,,8
27743,../images/cock_s_000347.png,,2
68466,../images/tulip_s_002313.png,92.0,11
14278,../images/van_s_000165.png,,9
72908,../images/sweet_pepper_s_001330.png,83.0,12
25128,../images/container_ship_s_001714.png,,8
6648,../images/emu_s_000004.png,,2
39182,../images/american_elk_s_000823.png,,4
55223,../images/multiengine_airplane_s_000364.png,,0
70997,../images/sea_turtle_s_001638.png,93.0,13
69040,../images/train_s_001657.png,90.0,14
45290,../images/toy_s_000371.png,,5
34200,../images/passerine_s_000355.png,,2
67653,../images/ordinary_bicycle_s_000387.png,8.0,14
5986,../images/oil_tanker_s_000706.png,,8
7158,../images/puppy_s_000408.png,,5
56836,../images/american_elk_s_000097.png,,4
70583,../images/stingray_s_001728.png,67.0,10
23766,../images/pilot_boat_s_001602.png,,8
38399,../images/wagtail_s_000647.png,,2
14181,../images/red_deer_s_000321.png,,4
67328,../images/tulip_s_001731.png,92.0,11
46868,../images/toad_frog_s_000832.png,,6
72662,../images/turtle_s_001837.png,93.0,13
35716,../images/bufo_americanus_s_000473.png,,6
1641,../images/cassowary_s_001674.png,,2
3031,../images/domestic_dog_s_001453.png,,5
11359,../images/domestic_cat_s_001926.png,,3
43380,../images/bufo_bufo_s_000691.png,,6
66885,../images/sea_turtle_s_001168.png,93.0,13
4591,../images/police_cruiser_s_000509.png,,1
65516,../images/train_s_000862.png,90.0,14
15881,../images/tennessee_walking_horse_s_001123.png,,7
64671,../images/pickup_s_001294.png,58.0,14
44792,../images/mutt_s_000236.png,,5
5821,../images/stallion_s_001993.png,,7
59990,../images/gelding_s_001328.png,,7
38308,../images/lippizan_s_000394.png,,7
19815,../images/honey_eater_s_000573.png,,2
48144,../images/tabby_s_000342.png,,3
5090,../images/japanese_spaniel_s_001251.png,,5
27665,../images/cat_s_002098.png,,3
68088,../images/snake_s_000777.png,78.0,13
19277,../images/seaplane_s_002141.png,,0
15444,../images/felis_domesticus_s_000312.png,,3
13770,../images/lark_s_001361.png,,2
43368,../images/biplane_s_000041.png,,0
70408,../images/cichlid_s_002408.png,1.0,10
5820,../images/liberty_ship_s_001713.png,,8
56906,../images/wagon_s_000719.png,,1
70644,../images/rose_s_001161.png,70.0,11
63496,../images/dinosaur_s_001230.png,29.0,13
74822,../images/goldfish_s_000512.png,1.0,10
59269,../images/mutt_s_000399.png,,5
5522,../images/toad_frog_s_000988.png,,6
14527,../images/felis_domesticus_s_000533.png,,3
51488,../images/passenger_ship_s_001898.png,,8
33080,../images/cervus_unicolor_s_000338.png,,4
19484,../images/compact_car_s_000133.png,,1
50280,../images/trailer_truck_s_000299.png,,9
32041,../images/garbage_truck_s_000830.png,,9
5712,../images/bird_s_001249.png,,2
36637,../images/arabian_s_000276.png,,7
71009,../images/guitarfish_s_000003.png,67.0,10
46273,../images/european_toad_s_000213.png,,6
45673,../images/delivery_truck_s_000982.png,,9
60728,../images/shark_s_000335.png,73.0,10
69676,../images/pear_s_001286.png,57.0,12
56467,../images/tabby_cat_s_002041.png,,3
37156,../images/domestic_cat_s_001742.png,,3
40783,../images/pekinese_s_000676.png,,5
69102,../images/railroad_train_s_000542.png,90.0,14
31894,../images/true_frog_s_000105.png,,6
67110,../images/railroad_train_s_000702.png,90.0,14
8082,../images/true_cat_s_001732.png,,3
66768,../images/shark_s_000523.png,73.0,10
57768,../images/freighter_s_000795.png,,8
2309,../images/flatboat_s_000524.png,,8
127,../images/aerial_ladder_truck_s_000997.png,,9
6759,../images/broodmare_s_001231.png,,7
65998,../images/valencia_orange_s_001027.png,53.0,12
10093,../images/flying_bird_s_000765.png,,2
70275,../images/goldfish_s_002712.png,1.0,10
70036,../images/carassius_auratus_s_000463.png,1.0,10
18151,../images/mutt_s_000124.png,,5
11754,../images/bufo_viridis_s_000648.png,,6
52362,../images/mouser_s_000225.png,,3
33353,../images/tabby_cat_s_002356.png,,3
21743,../images/fighter_aircraft_s_001587.png,,0
11372,../images/jumbo_jet_s_001461.png,,0
54140,../images/mutt_s_001299.png,,5
67903,../images/winter_flounder_s_000460.png,32.0,10
51092,../images/bufo_boreas_s_000373.png,,6
30195,../images/stallion_s_000924.png,,7
22484,../images/cat_s_001819.png,,3
18881,../images/arabian_s_001615.png,,7
31479,../images/mouser_s_001373.png,,3
1736,../images/estate_car_s_000666.png,,1
57245,../images/roe_deer_s_000490.png,,4
56931,../images/toy_dog_s_001109.png,,5
37910,../images/tabby_s_000789.png,,3
66361,../images/motorbike_s_000362.png,48.0,14
3711,../images/arabian_s_001697.png,,7
50273,../images/true_cat_s_001813.png,,3
70142,../images/cycle_s_001412.png,8.0,14
72744,../images/poppy_s_001266.png,62.0,11
40689,../images/lipizzan_s_001677.png,,7
67556,../images/sweet_pepper_s_000474.png,83.0,12
2086,../images/camion_s_000885.png,,9
58719,../images/bird_s_002116.png,,2
11540,../images/felis_catus_s_000922.png,,3
43385,../images/tabby_cat_s_000963.png,,3
63192,../images/sweet_pepper_s_001924.png,83.0,12
37373,../images/sparrow_s_001700.png,,2
72228,../images/motorcycle_s_001409.png,48.0,14
19778,../images/attack_aircraft_s_001614.png,,0
55447,../images/toy_s_000749.png,,5
43651,../images/toy_spaniel_s_001147.png,,5
62915,../images/sweet_pepper_s_001125.png,83.0,12
1285,../images/cassowary_s_002220.png,,2
12687,../images/lapdog_s_000506.png,,5
8506,../images/aerial_ladder_truck_s_001120.png,,9
65314,../images/shark_s_000652.png,73.0,10
39723,../images/stealth_bomber_s_002087.png,,0
21372,../images/tipper_truck_s_000232.png,,9
37761,../images/stealth_fighter_s_001038.png,,0
55297,../images/rana_temporaria_s_000989.png,,6
30896,../images/domestic_cat_s_001125.png,,3
16196,../images/twinjet_s_000327.png,,0
74834,../images/sea_trout_s_000312.png,91.0,10
48810,../images/tractor_trailer_s_002168.png,,9
2212,../images/oil_tanker_s_000136.png,,8
67402,../images/lizard_s_000238.png,44.0,13
51307,../images/passerine_s_001510.png,,2
71878,../images/railroad_train_s_000383.png,90.0,14
21368,../images/mouser_s_000375.png,,3
16596,../images/amphibious_aircraft_s_000415.png,,0
7969,../images/appaloosa_s_001882.png,,7
44317,../images/racing_boat_s_000900.png,,8
43264,../images/green_frog_s_001544.png,,6
59759,../images/pekingese_s_000632.png,,5
54119,../images/bufo_s_001021.png,,6
27040,../images/tipper_truck_s_001829.png,,9
59437,../images/tabby_cat_s_000603.png,,3
37138,../images/lorry_s_000506.png,,9
12783,../images/domestic_cat_s_000240.png,,3
3507,../images/wapiti_s_000093.png,,4
45103,../images/tennessee_walking_horse_s_000356.png,,7
21805,../images/ostrich_s_000823.png,,2
44908,../images/trucking_rig_s_001659.png,,9
45314,../images/fighter_aircraft_s_001067.png,,0
476,../images/domestic_cat_s_000035.png,,3
68832,../images/minibike_s_000522.png,48.0,14
40306,../images/stud_mare_s_001665.png,,7
18928,../images/toy_dog_s_000880.png,,5
15781,../images/fawn_s_001049.png,,4
43921,../images/garbage_truck_s_000516.png,,9
5855,../images/fireboat_s_000115.png,,8
62630,../images/plaice_s_000110.png,32.0,10
58698,../images/bufo_boreas_s_000032.png,,6
34021,../images/icebreaker_s_002184.png,,8
15000,../images/jetliner_s_000338.png,,0
15644,../images/lipizzan_s_001014.png,,7
37545,../images/bird_s_001224.png,,2
31662,../images/tow_truck_s_001963.png,,9
39847,../images/bird_s_001064.png,,2
4155,../images/jumbojet_s_001225.png,,0
38811,../images/tabby_cat_s_001497.png,,3
48584,../images/funny_wagon_s_000356.png,,1
2727,../images/automobile_s_002404.png,,1
12539,../images/rangifer_tarandus_s_000018.png,,4
31137,../images/peke_s_000045.png,,5
16242,../images/rana_catesbeiana_s_000280.png,,6
59851,../images/alytes_obstetricans_s_000287.png,,6
2968,../images/bufo_s_001918.png,,6
21666,../images/capreolus_capreolus_s_000138.png,,4
4361,../images/true_cat_s_000742.png,,3
36504,../images/tipper_truck_s_000468.png,,9
16755,../images/station_wagon_s_002531.png,,1
16299,../images/wagon_s_001032.png,,1
16353,../images/american_toad_s_001788.png,,6
74407,../images/orchid_s_001646.png,54.0,11
27697,../images/lippizan_s_000437.png,,7
65687,../images/rainbow_trout_s_000810.png,91.0,10
10089,../images/emu_novaehollandiae_s_000739.png,,2
6651,../images/police_boat_s_000367.png,,8
17346,../images/toy_dog_s_001850.png,,5
31537,../images/guard_boat_s_000969.png,,8
33875,../images/maltese_dog_s_000703.png,,5
33251,../images/spadefoot_s_000683.png,,6
70103,../images/cichlid_s_001550.png,1.0,10
30715,../images/fawn_s_001060.png,,4
39035,../images/lightship_s_000357.png,,8
56514,../images/tabby_s_002314.png,,3
20401,../images/felis_catus_s_001509.png,,3
72069,../images/cichlid_fish_s_000903.png,1.0,10
53700,../images/tabby_s_001489.png,,3
45774,../images/bufo_marinus_s_000292.png,,6
45315,../images/capreolus_capreolus_s_000012.png,,4
65346,../images/eagle_ray_s_000289.png,67.0,10
16342,../images/dredger_s_000185.png,,8
627,../images/pilot_boat_s_001819.png,,8
50120,../images/freighter_s_001913.png,,8
28934,../images/wagtail_s_000621.png,,2
58313,../images/grass_frog_s_000358.png,,6
39597,../images/delivery_van_s_001189.png,,9
46593,../images/stealth_fighter_s_001498.png,,0
8489,../images/containership_s_000664.png,,8
68995,../images/rose_s_000535.png,70.0,11
47360,../images/cassowary_s_001875.png,,2
36663,../images/automobile_s_001888.png,,1
14409,../images/automobile_s_001910.png,,1
60061,../images/sea_turtle_s_002520.png,93.0,13
20361,../images/pekingese_s_002099.png,,5
24316,../images/camion_s_000266.png,,9
60238,../images/gecko_s_000945.png,44.0,13
73579,../images/poppy_s_001074.png,62.0,11
68892,../images/sunflower_s_000117.png,82.0,11
42985,../images/wapiti_s_001729.png,,4
38339,../images/passenger_ship_s_001317.png,,8
4492,../images/beach_wagon_s_000749.png,,1
9697,../images/stealth_fighter_s_001629.png,,0
49767,../images/lightship_s_000070.png,,8
